client_product,supplier_product,client_category,supplier_category,required_quantity,available_quantity,client_budget,supplier_unit_price,client_location,supplier_location,delivery_required,supplier_delivery_capability,match_label,label_rule
hydraulic fittings,precision machined components,Industrial Components,Industrial Components,7896,8656,1761875,172,Mumbai,Mumbai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,precision machined components,Industrial Components,Industrial Components,6122,10169,1154220,155,Chennai,Chennai,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,polymer resin pellets,Industrial Components,Packaging,3823,3923,305840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,industrial raw polymer,Industrial Components,Logistics,2314,2414,185120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,plastic granules,Industrial Components,Steel & Metals,3028,3128,242240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,commodity resin,Industrial Components,Textiles,3739,3839,299120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,hydraulic fittings,Industrial Components,Industrial Components,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
hydraulic fittings,hydraulic fittings,Industrial Components,Industrial Components,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,hydraulic fittings,Industrial Components,Industrial Components,4317,9036,479468,79,Pune Maharashtra,Pune Maharashtra,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,hydraulic fittings,Industrial Components,Industrial Components,3982,4757,433816,99,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,mechanical couplings,Industrial Components,Industrial Components,5416,5809,1123410,179,Chennai,Chennai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,mechanical couplings,Industrial Components,Industrial Components,6134,11151,440136,64,Chennai,Pune,45 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,industrial machine parts,Industrial Components,Industrial Components,1539,2810,328877,184,Mumbai,Mumbai,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,industrial machine parts,Industrial Components,Industrial Components,6268,10978,1425023,191,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,precision machined components,Industrial Components,Industrial Components,2903,4382,305438,99,Pune Maharashtra,Pune Maharashtra,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,precision machined components,Industrial Components,Industrial Components,7718,12044,1557915,129,Pune Maharashtra,Pune Maharashtra,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,printed circuit boards,Industrial Components,Packaging,3670,3770,293600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,electronic control modules,Industrial Components,Textiles,2492,2592,199360,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,pcb assemblies,Industrial Components,Packaging,4158,4258,332640,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,industrial sensors,Industrial Components,Electronics,4141,4241,331280,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,power supply units,Industrial Components,Logistics,2312,2412,184960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,hydraulic fittings,Industrial Components,Industrial Components,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
mechanical couplings,hydraulic fittings,Industrial Components,Industrial Components,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,hydraulic fittings,Industrial Components,Industrial Components,7658,15467,2261945,186,Chennai,Chennai,14 days,21 days nationwide,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,hydraulic fittings,Industrial Components,Industrial Components,6235,9992,972912,132,Mumbai,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,mechanical couplings,Industrial Components,Industrial Components,2790,4809,234868,66,Mumbai,Mumbai,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,mechanical couplings,Industrial Components,Industrial Components,6620,8227,694862,85,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,industrial machine parts,Industrial Components,Industrial Components,2258,4381,110642,44,Pune Maharashtra,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,industrial machine parts,Industrial Components,Industrial Components,7989,9802,266669,24,Chennai,Chennai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,precision machined components,Industrial Components,Industrial Components,5244,6338,249179,32,Pune Maharashtra,Pune Maharashtra,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,precision machined components,Industrial Components,Industrial Components,7136,8410,1203189,147,Pune Maharashtra,Pune Maharashtra,45 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,printed circuit boards,Industrial Components,Electronics,2753,2853,220240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,electronic control modules,Industrial Components,Raw Materials,3587,3687,286960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,pcb assemblies,Industrial Components,Steel & Metals,3437,3537,274960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,industrial sensors,Industrial Components,Steel & Metals,4964,5064,397120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,power supply units,Industrial Components,Steel & Metals,4997,5097,399760,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,hydraulic fittings,Industrial Components,Industrial Components,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial machine parts,hydraulic fittings,Industrial Components,Industrial Components,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,hydraulic fittings,Industrial Components,Industrial Components,4373,5070,992516,143,Pune Maharashtra,Pune Maharashtra,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,hydraulic fittings,Industrial Components,Industrial Components,1833,2033,249829,96,Pune Maharashtra,Pune Maharashtra,45 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,mechanical couplings,Industrial Components,Industrial Components,6405,12774,1477299,188,Mumbai,Mumbai,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,mechanical couplings,Industrial Components,Industrial Components,1755,3645,214019,108,Chennai,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,industrial machine parts,Industrial Components,Industrial Components,1220,2029,92150,70,Pune,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,industrial machine parts,Industrial Components,Industrial Components,6880,7499,1541050,159,Pune Maharashtra,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,precision machined components,Industrial Components,Industrial Components,1760,3590,161139,68,Chennai,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,precision machined components,Industrial Components,Industrial Components,3675,6976,398500,91,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,cotton fabric rolls,Industrial Components,Packaging,3714,3814,297120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,industrial textile material,Industrial Components,Packaging,1891,1991,151280,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,woven cotton cloth,Industrial Components,Electronics,2352,2452,188160,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,polyester fabric,Industrial Components,Electronics,3314,3414,265120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,hydraulic fittings,Industrial Components,Industrial Components,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
precision machined components,hydraulic fittings,Industrial Components,Industrial Components,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,polymer resin pellets,Raw Materials,Raw Materials,5365,6366,912479,155,Pune,Pune,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,polymer resin pellets,Raw Materials,Raw Materials,1815,2737,296194,145,Mumbai,Mumbai,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,industrial raw polymer,Raw Materials,Raw Materials,7384,15184,1054376,90,Pune Maharashtra,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,industrial raw polymer,Raw Materials,Raw Materials,1942,3504,536533,190,Mumbai,Mumbai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,plastic granules,Raw Materials,Raw Materials,3379,6308,607951,169,Chennai,Chennai,30 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,plastic granules,Raw Materials,Raw Materials,5011,6760,521877,71,Chennai,Chennai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,commodity resin,Raw Materials,Raw Materials,1683,2291,200273,89,Pune Maharashtra,Pune Maharashtra,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,commodity resin,Raw Materials,Raw Materials,4730,5325,469092,85,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,hydraulic fittings,Raw Materials,Logistics,1273,1373,101840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,mechanical couplings,Raw Materials,Steel & Metals,4506,4606,360480,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,industrial machine parts,Raw Materials,Industrial Components,2614,2714,209120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,precision machined components,Raw Materials,Logistics,2642,2742,211360,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,polymer resin pellets,Raw Materials,Raw Materials,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
polymer resin pellets,polymer resin pellets,Raw Materials,Raw Materials,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,polymer resin pellets,Raw Materials,Raw Materials,7516,8405,835374,81,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,polymer resin pellets,Raw Materials,Raw Materials,702,817,47386,58,Mumbai,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,industrial raw polymer,Raw Materials,Raw Materials,1821,3713,118215,52,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,industrial raw polymer,Raw Materials,Raw Materials,3066,5371,238898,67,Pune,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,plastic granules,Raw Materials,Raw Materials,7472,8768,301361,29,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,plastic granules,Raw Materials,Raw Materials,7719,15382,1602438,155,Pune Maharashtra,Pune Maharashtra,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,commodity resin,Raw Materials,Raw Materials,831,1182,118165,104,Chennai,Pune,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,commodity resin,Raw Materials,Raw Materials,6510,10568,1686206,196,Chennai,Chennai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,corrugated cartons,Raw Materials,Textiles,4076,4176,326080,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,industrial packaging boxes,Raw Materials,Steel & Metals,2615,2715,209200,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,protective packing material,Raw Materials,Electronics,3445,3545,275600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,custom cardboard cartons,Raw Materials,Electronics,1475,1575,118000,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,polymer resin pellets,Raw Materials,Raw Materials,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
industrial raw polymer,polymer resin pellets,Raw Materials,Raw Materials,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,polymer resin pellets,Raw Materials,Raw Materials,7864,16090,410634,38,Mumbai,Mumbai,30 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,polymer resin pellets,Raw Materials,Raw Materials,3565,6339,490353,88,Pune Maharashtra,Pune Maharashtra,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,industrial raw polymer,Raw Materials,Raw Materials,2531,4310,333342,101,Pune Maharashtra,Pune Maharashtra,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,industrial raw polymer,Raw Materials,Raw Materials,4657,6741,164232,32,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,plastic granules,Raw Materials,Raw Materials,7763,10066,949820,90,Mumbai,Mumbai,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,plastic granules,Raw Materials,Raw Materials,2430,5143,179168,52,Pune,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,commodity resin,Raw Materials,Raw Materials,6853,14476,844011,90,Mumbai,Mumbai,45 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,commodity resin,Raw Materials,Raw Materials,789,1338,39136,34,Chennai,Chennai,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,printed circuit boards,Raw Materials,Packaging,2595,2695,207600,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,electronic control modules,Raw Materials,Textiles,524,624,41920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,pcb assemblies,Raw Materials,Logistics,4039,4139,323120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,industrial sensors,Raw Materials,Logistics,1988,2088,159040,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,power supply units,Raw Materials,Logistics,4454,4554,356320,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,polymer resin pellets,Raw Materials,Raw Materials,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
plastic granules,polymer resin pellets,Raw Materials,Raw Materials,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,polymer resin pellets,Raw Materials,Raw Materials,3297,5604,112591,30,Chennai,Chennai,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,polymer resin pellets,Raw Materials,Raw Materials,2111,4560,386896,116,Chennai,Chennai,45 days,45 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,industrial raw polymer,Raw Materials,Raw Materials,1907,3928,261441,124,Chennai,Chennai,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,industrial raw polymer,Raw Materials,Raw Materials,2333,5084,390683,121,Chennai,Chennai,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,plastic granules,Raw Materials,Raw Materials,3274,3883,880419,178,Pune Maharashtra,Pune Maharashtra,45 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,plastic granules,Raw Materials,Raw Materials,5978,6441,1413895,177,Pune Maharashtra,Pune,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,commodity resin,Raw Materials,Raw Materials,5675,10320,315596,40,Pune,Pune,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,commodity resin,Raw Materials,Raw Materials,7707,9991,989998,114,Pune Maharashtra,Pune,30 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,corrugated cartons,Raw Materials,Logistics,2804,2904,224320,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,industrial packaging boxes,Raw Materials,Packaging,1394,1494,111520,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,protective packing material,Raw Materials,Industrial Components,1510,1610,120800,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,custom cardboard cartons,Raw Materials,Logistics,2367,2467,189360,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,polymer resin pellets,Raw Materials,Raw Materials,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
commodity resin,polymer resin pellets,Raw Materials,Raw Materials,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,palletized freight handling,Logistics,Logistics,2338,4207,121565,34,Pune Maharashtra,Pune Maharashtra,45 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,palletized freight handling,Logistics,Logistics,3717,4056,332303,56,Chennai,Pune,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,inland cargo transport,Logistics,Logistics,2025,2828,460397,147,Pune Maharashtra,Pune Maharashtra,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,inland cargo transport,Logistics,Logistics,7519,8910,794278,70,Pune,Pune,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,warehouse logistics service,Logistics,Logistics,1019,1734,237834,184,Chennai,Chennai,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,warehouse logistics service,Logistics,Logistics,973,1369,190305,162,Chennai,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,road freight capacity,Logistics,Logistics,5554,10352,1472620,176,Mumbai,Mumbai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,road freight capacity,Logistics,Logistics,6816,8151,1711651,186,Mumbai,Mumbai,45 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,printed circuit boards,Logistics,Packaging,4873,4973,389840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,electronic control modules,Logistics,Industrial Components,3671,3771,293680,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,pcb assemblies,Logistics,Packaging,2673,2773,213840,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,industrial sensors,Logistics,Raw Materials,2553,2653,204240,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,power supply units,Logistics,Electronics,2238,2338,179040,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,palletized freight handling,Logistics,Logistics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
palletized freight handling,palletized freight handling,Logistics,Logistics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,palletized freight handling,Logistics,Logistics,3211,4817,140332,40,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,palletized freight handling,Logistics,Logistics,1952,3423,390337,187,Chennai,Chennai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,inland cargo transport,Logistics,Logistics,2043,2658,284540,89,Chennai,Pune,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,inland cargo transport,Logistics,Logistics,4722,5792,143431,28,Pune,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,warehouse logistics service,Logistics,Logistics,4764,7945,763296,138,Chennai,Chennai,30 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,warehouse logistics service,Logistics,Logistics,5389,11538,1170681,175,Pune Maharashtra,Pune Maharashtra,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,road freight capacity,Logistics,Logistics,2194,4689,556212,172,Mumbai,Pune,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,road freight capacity,Logistics,Logistics,5123,9227,560176,77,Chennai,Chennai,14 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,printed circuit boards,Logistics,Electronics,4561,4661,364880,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,electronic control modules,Logistics,Raw Materials,3718,3818,297440,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,pcb assemblies,Logistics,Electronics,3933,4033,314640,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,industrial sensors,Logistics,Steel & Metals,4199,4299,335920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,power supply units,Logistics,Packaging,3149,3249,251920,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,palletized freight handling,Logistics,Logistics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
inland cargo transport,palletized freight handling,Logistics,Logistics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,palletized freight handling,Logistics,Logistics,4483,7327,653571,113,Pune,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
